partida_id,clube,chutes,posse_de_bola,passes,precisao_passes,faltas,impedimentos,escanteios
5704,Coritiba,16,0.32,296,,12,1,5
5704,Atletico-MG,12,0.68,621,,11,1,2
5705,Chapecoense,24,0.57,381,,16,2,8
5705,Figueirense,10,0.43,299,,20,2,4
5706,Gremio,14,0.55,542,,11,0,5
5706,Sport,14,0.45,453,,10,0,0
5707,Fluminense,16,0.48,394,,14,5,4
5707,Athletico-PR,14,0.52,420,,16,2,4
5708,Botafogo-RJ,13,0.65,454,,15,2,12
5708,Chapecoense,7,0.35,255,,18,2,6
5709,Coritiba,12,0.54,469,,18,1,0
5709,Santa Cruz,8,0.46,406,,13,1,5
5710,Sport,18,0.54,441,,10,0,7
5710,Cruzeiro,11,0.46,398,,11,4,7
5711,America-MG,12,0.4,336,,13,4,5
5711,Flamengo,10,0.6,495,,11,1,10
5712,Figueirense,7,0.48,326,,26,8,3
5712,Corinthians,12,0.52,355,,15,1,3
5713,Santos,11,0.53,387,,16,2,6
5713,Vitoria,16,0.47,354,,14,3,2
5714,Sao Paulo,14,0.43,443,,15,2,4
5714,Gremio,6,0.57,593,,17,3,1
5715,Internacional,9,0.55,350,,15,2,6
5715,Ponte Preta,9,0.45,289,,19,0,4
5716,Atletico-MG,12,0.66,451,,18,5,3
5716,Palmeiras,12,0.34,227,,27,0,3
5717,Vitoria,20,0.45,242,,20,2,7
5717,Figueirense,14,0.55,294,,16,3,6
5718,Cruzeiro,14,0.52,410,,11,5,5
5718,Santos,10,0.48,395,,11,3,5
5719,Palmeiras,16,0.63,433,,13,3,4
5719,Botafogo-RJ,16,0.37,258,,22,1,4
5720,Athletico-PR,13,0.42,374,,11,0,5
5720,Sport,8,0.58,518,,12,2,6
5721,Gremio,14,0.6,597,,8,5,5
5721,America-MG,11,0.4,400,,18,1,2
5722,Ponte Preta,12,0.34,301,,20,0,4
5722,Fluminense,8,0.66,565,,18,1,6
5723,Flamengo,12,0.56,497,,15,3,5
5723,Coritiba,20,0.44,377,,18,1,3
5724,Chapecoense,9,0.39,330,,20,1,1
5724,Sao Paulo,21,0.61,496,,19,2,6
5725,Santa Cruz,18,0.4,359,,16,3,7
5725,Atletico-MG,15,0.6,553,,10,2,3
5726,Corinthians,16,0.59,481,,22,1,10
5726,Internacional,10,0.41,347,,22,2,3
5727,America-MG,14,0.52,422,,13,2,5
5727,Sport,12,0.48,405,,15,5,4
5728,Botafogo-RJ,10,0.61,411,,19,2,3
5728,Ponte Preta,7,0.39,258,,17,1,10
5729,Corinthians,22,0.57,470,,6,2,12
5729,Athletico-PR,8,0.43,367,,9,0,4
5730,Atletico-MG,9,0.63,503,,18,1,3
5730,Sao Paulo,11,0.37,289,,15,1,5
5731,Palmeiras,21,0.54,299,,25,0,5
5731,Chapecoense,6,0.46,262,,24,1,2
5732,Flamengo,13,0.38,317,,20,3,5
5732,Santos,12,0.62,508,,14,4,7
5733,Internacional,12,0.52,441,,13,0,4
5733,Cruzeiro,12,0.48,415,,15,0,8
5734,Figueirense,11,0.42,341,,26,0,4
5734,Fluminense,5,0.58,470,,28,1,4
5735,Santa Cruz,21,0.47,419,,12,2,3
5735,Gremio,5,0.53,479,,16,3,4
5736,Coritiba,13,0.64,450,,23,1,7
5736,Vitoria,6,0.36,254,,19,2,3
5737,Santos,13,0.77,745,,6,5,9
5737,America-MG,8,0.23,231,,9,0,2
5738,Fluminense,15,0.55,370,,19,2,7
5738,Internacional,19,0.45,304,,23,0,7
5739,Gremio,15,0.69,611,,10,1,10
5739,Botafogo-RJ,8,0.31,285,,13,0,5
5740,Sao Paulo,25,0.53,486,,13,1,13
5740,Santa Cruz,9,0.47,464,,9,0,1
5741,Cruzeiro,20,0.46,421,,9,5,6
5741,Corinthians,4,0.54,501,,22,2,5
5742,Sport,16,0.68,520,,22,1,6
5742,Figueirense,4,0.32,248,,22,1,2
5743,Athletico-PR,14,0.58,494,,15,1,6
5743,Flamengo,8,0.42,366,,12,1,4
5744,Vitoria,14,0.38,350,,15,1,7
5744,Palmeiras,10,0.62,589,,16,1,2
5745,Ponte Preta,17,0.53,412,,14,0,13
5745,Coritiba,8,0.47,384,,15,0,4
5746,Flamengo,11,0.41,345,,7,3,4
5746,Atletico-MG,15,0.59,501,,10,1,6
5747,Corinthians,5,0.67,638,,10,1,1
5747,Chapecoense,16,0.33,304,,12,3,7
5748,Fluminense,9,0.38,306,,15,2,5
5748,Santos,20,0.62,512,,18,2,8
5749,Cruzeiro,8,0.37,321,,10,0,5
5749,Sao Paulo,13,0.63,533,,13,0,5
5750,Bahia,28,0.39,290,,11,4,14
5750,Athletico-PR,11,0.61,473,,11,1,3
5751,Ponte Preta,11,0.51,456,,13,2,4
5751,Sport,4,0.49,458,,17,1,2
5752,Avai,12,0.37,321,,6,2,7
5752,Vitoria,12,0.63,573,,15,2,4
5753,Palmeiras,16,0.52,399,,19,5,3
5753,Vasco,15,0.48,378,,16,2,2
5754,Gremio,20,0.53,450,,13,1,6
5754,Botafogo-RJ,9,0.47,415,,19,1,4
5755,Coritiba,17,0.61,494,,17,1,6
5755,Atletico-GO,17,0.39,315,,13,1,6
5756,Santos,7,0.47,338,,24,1,3
5756,Coritiba,23,0.53,378,,17,2,4
5757,Atletico-GO,8,0.34,332,,11,0,4
5757,Flamengo,20,0.66,641,,13,1,7
5758,Chapecoense,11,0.44,313,,16,1,3
5758,Palmeiras,6,0.56,393,,13,2,4
5759,Vasco,16,0.6,378,,13,3,10
5759,Bahia,9,0.4,253,,23,3,5
5760,Athletico-PR,18,0.61,566,,11,0,5
5760,Gremio,6,0.39,372,,16,3,3
5761,Vitoria,14,0.47,419,,13,0,3
5761,Corinthians,12,0.53,473,,6,2,4
5762,Atletico-MG,20,0.61,420,,18,3,12
5762,Fluminense,15,0.39,293,,23,4,5
5763,Botafogo-RJ,11,0.4,446,,15,1,1
5763,Ponte Preta,15,0.6,648,,12,1,6
5764,Sport,10,0.44,364,,20,1,5
5764,Cruzeiro,17,0.56,457,,14,2,7
5765,Sao Paulo,11,0.56,444,,16,1,5
5765,Avai,8,0.44,352,,10,2,6
5766,Vasco,18,0.42,299,,11,3,3
5766,Fluminense,13,0.58,421,,11,1,7
5767,Sao Paulo,8,0.37,323,,13,1,9
5767,Palmeiras,10,0.63,571,,16,2,3
5768,Vitoria,12,0.53,364,,19,7,9
5768,Coritiba,16,0.47,347,,16,4,6
5769,Atletico-MG,10,0.68,564,,16,2,6
5769,Ponte Preta,15,0.32,277,,14,1,6
5770,Athletico-PR,13,0.43,430,,10,3,5
5770,Flamengo,14,0.57,556,,12,0,5
5771,Santos,13,0.55,509,,8,1,9
5771,Cruzeiro,14,0.45,427,,14,0,6
5772,Atletico-GO,14,0.48,403,,23,5,5
5772,Corinthians,15,0.52,430,,11,5,9
5773,Sport,19,0.67,499,,21,0,12
5773,Gremio,12,0.33,250,,13,2,6
5774,Botafogo-RJ,11,0.48,372,,20,1,2
5774,Bahia,17,0.52,382,,18,1,11
5775,Chapecoense,23,0.58,519,,16,3,6
5775,Avai,11,0.42,388,,11,0,0
5776,Coritiba,11,0.49,383,,15,1,6
5776,Athletico-PR,9,0.51,392,,11,5,6
5777,Fluminense,17,0.56,459,,18,5,5
5777,Vitoria,7,0.44,363,,22,0,2
5778,Corinthians,19,0.51,442,,11,2,9
5778,Santos,5,0.49,454,,9,0,1
5779,Flamengo,19,0.65,423,,19,0,11
5779,Botafogo-RJ,5,0.35,239,,19,4,2
5780,Avai,7,0.35,322,,26,0,2
5780,Sport,14,0.65,600,,25,1,5
5781,Palmeiras,15,0.53,398,,20,1,7
5781,Atletico-MG,9,0.47,363,,12,2,6
5782,Ponte Preta,10,0.45,365,,13,2,7
5782,Sao Paulo,11,0.55,436,,12,3,7
5783,Gremio,11,0.59,537,,15,3,6
5783,Vasco,10,0.41,374,,13,1,5
5784,Cruzeiro,14,0.62,525,,8,2,4
5784,Chapecoense,10,0.38,332,,16,1,5
5785,Bahia,18,0.6,462,,21,6,7
5785,Atletico-GO,8,0.4,321,,27,4,4
5786,Fluminense,15,0.54,394,,19,1,10
5786,Athletico-PR,7,0.46,346,,16,1,4
5787,Atletico-MG,7,0.54,469,,20,4,2
5787,Avai,13,0.46,390,,10,4,10
5788,Coritiba,5,0.43,331,,14,7,2
5788,Palmeiras,12,0.57,421,,17,1,8
5789,Santos,8,0.62,594,,13,2,7
5789,Botafogo-RJ,8,0.38,367,,9,2,2
5790,Vasco,27,0.58,448,,10,2,14
5790,Corinthians,10,0.42,357,,14,3,1
5791,Sport,14,0.39,302,,17,1,3
5791,Flamengo,17,0.61,465,,16,2,8
5792,Atletico-GO,13,0.36,297,,20,4,8
5792,Ponte Preta,10,0.64,536,,9,0,3
5793,Sao Paulo,18,0.51,370,,14,1,10
5793,Vitoria,11,0.49,371,,18,1,6
5794,Chapecoense,18,0.47,362,,22,0,5
5794,Gremio,10,0.53,414,,9,2,1
5795,Bahia,19,0.59,534,,18,0,5
5795,Cruzeiro,12,0.41,362,,12,1,6
5796,Palmeiras,16,0.56,419,,24,3,6
5796,Fluminense,10,0.44,322,,19,1,3
5797,Vasco,14,0.49,365,,15,2,3
5797,Sport,8,0.51,378,,19,2,3
5798,Botafogo-RJ,13,0.53,409,,14,1,5
5798,Coritiba,8,0.47,358,,28,1,5
5799,Ponte Preta,5,0.34,257,,8,3,1
5799,Chapecoense,17,0.66,467,,22,2,6
5800,Avai,12,0.38,327,,17,1,4
5800,Flamengo,9,0.62,523,,18,2,9
5801,Vitoria,6,0.42,353,,20,2,4
5801,Atletico-MG,9,0.58,480,,7,1,4
5802,Corinthians,11,0.56,492,,11,2,3
5802,Sao Paulo,13,0.44,386,,15,1,0
5803,Cruzeiro,19,0.7,622,,11,1,7
5803,Atletico-GO,5,0.3,264,,21,1,2
5804,Athletico-PR,16,0.57,495,,15,2,7
5804,Santos,10,0.43,391,,12,3,4
5805,Gremio,18,0.64,643,,15,2,11
5805,Bahia,7,0.36,361,,16,0,4
5806,Atletico-MG,24,0.69,514,,11,2,12
5806,Athletico-PR,6,0.31,243,,10,4,6
5807,Atletico-GO,17,0.47,377,,21,2,7
5807,Avai,3,0.53,441,,24,1,2
5808,Vitoria,15,0.55,456,,12,0,2
5808,Botafogo-RJ,17,0.45,378,,10,2,7
5809,Sport,7,0.57,465,,21,1,5
5809,Sao Paulo,7,0.43,355,,14,3,1
5810,Flamengo,23,0.56,476,,12,2,5
5810,Ponte Preta,14,0.44,380,,16,1,4
5811,Santos,9,0.45,406,,16,2,10
5811,Palmeiras,16,0.55,490,,14,3,7
5812,Chapecoense,17,0.52,363,,24,1,3
5812,Vasco,5,0.48,362,,15,0,5
5813,Corinthians,7,0.53,533,,9,6,6
5813,Cruzeiro,18,0.47,470,,16,4,7
5814,Coritiba,7,0.47,323,,16,5,5
5814,Bahia,10,0.53,367,,14,2,6
5815,Fluminense,12,0.51,494,,12,2,3
5815,Gremio,12,0.49,505,,17,1,2
5816,Atletico-GO,24,0.66,601,,16,0,11
5816,Athletico-PR,9,0.34,332,,15,0,0
5817,Vasco,16,0.49,399,,20,0,4
5817,Avai,11,0.51,415,,22,0,6
5818,Santos,13,0.58,560,,17,2,5
5818,Ponte Preta,9,0.42,423,,13,3,2
5819,Coritiba,13,0.45,339,,18,3,10
5819,Corinthians,5,0.55,434,,13,5,4
5820,Bahia,15,0.62,442,,14,2,3
5820,Palmeiras,17,0.38,271,,23,1,5
5821,Fluminense,12,0.39,240,,16,0,3
5821,Flamengo,14,0.61,369,,25,1,4
5822,Chapecoense,21,0.59,421,,11,2,8
5822,Botafogo-RJ,7,0.41,309,,13,4,3
5823,Sao Paulo,12,0.6,445,,12,4,5
5823,Atletico-MG,8,0.4,312,,24,4,3
5824,Sport,11,0.57,483,,10,3,5
5824,Vitoria,13,0.43,375,,19,1,5
5825,Cruzeiro,17,0.55,541,,12,0,2
5825,Gremio,15,0.45,442,,14,0,8
5826,Vitoria,17,0.6,453,,15,4,8
5826,Santos,10,0.4,319,,10,4,5
5827,Palmeiras,13,0.68,536,,10,5,6
5827,Atletico-GO,9,0.32,259,,17,6,3
5828,Botafogo-RJ,7,0.43,360,,20,1,2
5828,Vasco,19,0.57,440,,11,1,6
5829,Avai,14,0.49,423,,19,1,5
5829,Fluminense,15,0.51,445,,20,0,4
5830,Athletico-PR,12,0.34,299,,17,2,5
5830,Sao Paulo,28,0.66,553,,15,1,8
5831,Atletico-MG,5,0.53,431,,23,2,3
5831,Sport,12,0.47,390,,26,3,2
5832,Corinthians,16,0.48,434,,15,2,5
5832,Bahia,18,0.52,444,,12,2,9
5833,Ponte Preta,6,0.52,405,,21,0,5
5833,Cruzeiro,8,0.48,392,,23,3,1
5834,Gremio,17,0.53,439,,18,4,6
5834,Coritiba,12,0.47,396,,11,0,3
5835,Flamengo,20,0.52,359,,21,3,6
5835,Chapecoense,13,0.48,329,,13,1,7
5836,Santos,9,0.57,531,,13,0,9
5836,Sport,9,0.43,416,,17,1,0
5837,Vasco,12,0.53,434,,21,0,3
5837,Atletico-GO,5,0.47,398,,19,1,1
5838,Gremio,15,0.57,564,,16,2,7
5838,Corinthians,5,0.43,448,,16,0,2
5839,Sao Paulo,15,0.52,365,,12,0,6
5839,Fluminense,9,0.48,342,,25,4,3
5840,Athletico-PR,15,0.48,473,,10,3,5
5840,Vitoria,12,0.52,517,,11,2,1
5841,Cruzeiro,22,0.55,413,,15,2,8
5841,Coritiba,9,0.45,333,,26,2,9
5842,Ponte Preta,9,0.56,440,,21,3,2
5842,Palmeiras,6,0.44,365,,28,0,4
5843,Bahia,14,0.42,375,,6,1,5
5843,Flamengo,13,0.58,518,,23,0,3
5844,Chapecoense,15,0.68,462,,24,2,8
5844,Atletico-MG,5,0.32,237,,19,7,0
5845,Botafogo-RJ,31,0.73,588,,11,1,17
5845,Avai,8,0.27,231,,10,0,2
5846,Palmeiras,14,0.61,480,,23,2,4
5846,Gremio,6,0.39,328,,14,1,0
5847,Atletico-GO,16,0.32,263,,14,0,3
5847,Santos,13,0.68,553,,10,4,11
5848,Sport,19,0.58,466,,12,0,11
5848,Athletico-PR,2,0.42,351,,18,2,4
5849,Vitoria,21,0.56,439,,17,1,11
5849,Bahia,6,0.44,359,,16,2,5
5850,Atletico-MG,11,0.47,357,,23,3,4
5850,Cruzeiro,10,0.53,394,,18,1,3
5851,Flamengo,15,0.47,412,,17,5,10
5851,Sao Paulo,12,0.53,464,,14,0,0
5852,Corinthians,19,0.67,645,,14,2,10
5852,Botafogo-RJ,3,0.33,342,,14,1,2
5853,Avai,10,0.44,407,,14,3,6
5853,Ponte Preta,18,0.56,525,,25,0,5
5854,Coritiba,16,0.61,395,,17,2,8
5854,Vasco,10,0.39,253,,20,1,5
5855,Fluminense,12,0.69,453,,14,6,6
5855,Chapecoense,23,0.31,202,,22,2,5
5856,Atletico-GO,18,0.51,353,,12,3,14
5856,Vitoria,9,0.49,366,,23,4,4
5857,Vasco,10,0.41,282,,23,2,6
5857,Flamengo,9,0.59,415,,15,2,9
5858,Corinthians,13,0.48,498,,17,1,2
5858,Ponte Preta,20,0.52,518,,8,4,5
5859,Chapecoense,26,0.43,359,,18,0,10
5859,Athletico-PR,4,0.57,504,,13,4,2
5860,Bahia,20,0.73,620,,16,2,10
5860,Fluminense,7,0.27,242,,18,1,2
5861,Gremio,19,0.73,685,,9,2,11
5861,Avai,8,0.27,257,,17,1,5
5862,Cruzeiro,11,0.38,306,,12,0,1
5862,Palmeiras,8,0.62,484,,15,3,9
5863,Santos,17,0.52,442,,18,0,6
5863,Sao Paulo,14,0.48,414,,5,2,2
5864,Botafogo-RJ,11,0.57,503,,14,1,4
5864,Atletico-MG,9,0.43,391,,27,1,7
5865,Coritiba,16,0.59,399,,16,2,10
5865,Sport,12,0.41,291,,18,2,2
5866,Ponte Preta,27,0.67,569,,12,0,18
5866,Bahia,11,0.33,307,,14,2,0
5867,Atletico-MG,24,0.64,485,,9,1,15
5867,Santos,10,0.36,298,,13,3,4
5868,Fluminense,12,0.59,509,,13,0,6
5868,Botafogo-RJ,16,0.41,360,,20,2,7
5869,Palmeiras,18,0.62,490,,16,3,8
5869,Corinthians,3,0.38,332,,14,5,1
5870,Athletico-PR,14,0.62,621,,16,0,9
5870,Cruzeiro,15,0.38,403,,9,1,1
5871,Vitoria,18,0.68,514,,16,3,8
5871,Vasco,10,0.32,251,,14,5,9
5872,Sao Paulo,18,0.74,600,,18,0,9
5872,Atletico-GO,11,0.26,211,,21,0,4
5873,Sport,11,0.53,385,,9,1,5
5873,Chapecoense,11,0.47,346,,26,1,8
5874,Flamengo,23,0.61,587,,12,1,8
5874,Gremio,4,0.39,388,,20,1,2
5875,Avai,10,0.63,455,,14,5,6
5875,Coritiba,9,0.37,276,,18,1,3
5876,Corinthians,19,0.63,621,,5,1,8
5876,Athletico-PR,11,0.37,372,,11,2,3
5877,Palmeiras,15,0.57,461,,21,1,5
5877,Vitoria,7,0.43,363,,19,2,6
5878,Vasco,16,0.44,354,,16,1,9
5878,Santos,4,0.56,471,,25,0,3
5879,Atletico-GO,15,0.42,334,,21,3,5
5879,Atletico-MG,5,0.58,449,,24,9,8
5880,Chapecoense,15,0.32,216,,22,0,1
5880,Sao Paulo,9,0.68,455,,14,5,1
5881,Cruzeiro,10,0.36,332,,16,1,6
5881,Flamengo,5,0.64,588,,14,3,3
5882,Gremio,12,0.62,536,,20,1,7
5882,Ponte Preta,10,0.38,334,,18,1,3
5883,Bahia,22,0.67,533,,18,0,8
5883,Avai,13,0.33,264,,12,2,3
5884,Coritiba,14,0.53,329,,19,5,3
5884,Fluminense,6,0.47,292,,18,2,3
5885,Botafogo-RJ,11,0.43,407,,14,1,3
5885,Sport,10,0.57,526,,16,3,6
5886,Vitoria,16,0.51,464,,18,1,7
5886,Gremio,7,0.49,486,,7,1,0
5887,Santos,7,0.6,542,,13,7,13
5887,Chapecoense,18,0.4,368,,17,1,7
5888,Avai,15,0.27,257,,18,1,3
5888,Corinthians,22,0.73,704,,10,1,11
5889,Ponte Preta,13,0.45,364,,12,6,4
5889,Coritiba,13,0.55,439,,12,3,1
5890,Atletico-MG,24,0.7,588,,19,1,8
5890,Bahia,11,0.3,264,,18,1,3
5891,Sao Paulo,11,0.44,329,,26,1,1
5891,Vasco,12,0.56,409,,20,2,4
5892,Flamengo,18,0.62,451,,16,4,10
5892,Palmeiras,7,0.38,286,,23,0,2
5893,Fluminense,17,0.48,409,,21,0,8
5893,Cruzeiro,15,0.52,438,,18,3,4
5894,Sport,8,0.51,317,,22,4,4
5894,Atletico-GO,14,0.49,295,,34,2,9
5895,Athletico-PR,13,0.6,531,,16,4,3
5895,Botafogo-RJ,9,0.4,353,,21,1,4
5896,Vitoria,10,0.68,493,,13,6,6
5896,Chapecoense,14,0.32,239,,19,1,4
5897,Flamengo,19,0.51,418,,20,1,6
5897,Coritiba,9,0.49,423,,24,1,1
5898,Santos,11,0.51,460,,10,1,4
5898,Bahia,19,0.49,440,,19,2,7
5899,Avai,5,0.28,246,,20,2,4
5899,Cruzeiro,26,0.72,638,,10,2,8
5900,Sport,12,0.63,464,,21,2,6
5900,Palmeiras,7,0.37,290,,31,1,3
5901,Fluminense,19,0.55,510,,15,4,6
5901,Corinthians,12,0.45,412,,13,3,6
5902,Athletico-PR,20,0.71,614,,25,2,12
5902,Ponte Preta,4,0.29,265,,19,1,0
5903,Atletico-GO,27,0.52,411,,12,1,4
5903,Botafogo-RJ,12,0.48,407,,20,0,4
5904,Atletico-MG,13,0.58,461,,24,1,7
5904,Vasco,11,0.42,341,,16,1,5
5905,Sao Paulo,6,0.55,507,,17,0,5
5905,Gremio,10,0.45,408,,14,1,8
5906,Botafogo-RJ,8,0.35,314,,9,1,1
5906,Sao Paulo,24,0.65,578,,11,0,6
5907,Palmeiras,15,0.71,661,,19,1,8
5907,Avai,9,0.29,262,,18,1,5
5908,Chapecoense,16,0.49,366,,21,0,5
5908,Atletico-GO,13,0.51,367,,19,3,6
5909,Coritiba,12,0.52,336,,18,3,2
5909,Atletico-MG,9,0.48,327,,25,2,5
5910,Bahia,16,0.57,492,,18,1,2
5910,Sport,15,0.43,383,,24,1,3
5911,Corinthians,9,0.4,388,,9,1,2
5911,Flamengo,16,0.6,549,,16,1,11
5912,Gremio,23,0.59,601,,14,3,3
5912,Santos,4,0.41,434,,17,0,4
5913,Cruzeiro,13,0.63,514,,15,2,3
5913,Vitoria,9,0.37,306,,23,1,2
5914,Vasco,18,0.57,450,,13,1,6
5914,Athletico-PR,7,0.43,365,,20,1,3
5916,Sport,26,0.7,503,,14,0,15
5916,Fluminense,10,0.3,232,,18,2,3
5917,Chapecoense,7,0.48,328,,26,0,3
5917,Bahia,12,0.52,344,,17,4,5
5918,Atletico-MG,16,0.58,543,,19,6,10
5918,Corinthians,12,0.42,415,,12,6,4
5919,Vitoria,15,0.41,355,,20,0,7
5919,Ponte Preta,12,0.59,504,,7,2,4
5920,Santos,14,0.46,402,,18,1,10
5920,Flamengo,13,0.54,480,,15,1,8
5921,Atletico-GO,13,0.49,451,,20,0,3
5921,Gremio,10,0.51,472,,21,1,3
5922,Botafogo-RJ,12,0.55,407,,22,1,8
5922,Palmeiras,15,0.45,342,,14,0,6
5923,Athletico-PR,18,0.62,603,,9,1,3
5923,Avai,9,0.38,355,,18,1,6
5924,Sao Paulo,26,0.67,531,,18,2,10
5924,Coritiba,7,0.33,271,,15,1,2
5925,Vasco,11,0.49,460,,12,1,6
5925,Cruzeiro,13,0.51,487,,18,4,4
5926,Corinthians,10,0.44,454,,2,1,3
5926,Sport,12,0.56,569,,10,4,5
5927,Fluminense,10,0.52,453,,13,1,3
5927,Atletico-GO,13,0.48,419,,12,2,7
5928,Flamengo,14,0.65,497,,15,4,5
5928,Vitoria,10,0.35,286,,21,1,0
5929,Cruzeiro,22,0.62,521,,16,3,7
5929,Botafogo-RJ,7,0.38,335,,15,1,1
5930,Gremio,7,0.63,668,,18,2,0
5930,Atletico-MG,10,0.37,389,,13,1,8
5931,Coritiba,8,0.49,408,,13,0,3
5931,Chapecoense,9,0.51,419,,21,1,6
5932,Palmeiras,19,0.66,635,,10,1,7
5932,Athletico-PR,7,0.34,338,,22,4,3
5933,Bahia,11,0.32,271,,20,5,2
5933,Sao Paulo,11,0.68,567,,12,0,8
5934,Avai,12,0.38,324,,22,1,4
5934,Santos,13,0.62,544,,16,0,8
5935,Ponte Preta,13,0.49,377,,17,2,7
5935,Vasco,6,0.51,399,,16,0,2
5915,Ponte Preta,15,0.46,329,,14,2,12
5915,Fluminense,9,0.54,414,,12,4,5
5936,Atletico-GO,9,0.51,331,,27,1,6
5936,Coritiba,10,0.49,339,,20,0,5
5937,Vitoria,20,0.6,424,,14,0,7
5937,Avai,8,0.4,298,,11,2,4
5938,Sao Paulo,9,0.42,333,,19,0,4
5938,Cruzeiro,19,0.58,432,,18,0,7
5939,Sport,9,0.7,681,,14,2,8
5939,Ponte Preta,9,0.3,296,,10,1,1
5940,Atletico-MG,20,0.53,465,,22,1,7
5940,Flamengo,9,0.47,417,,17,1,5
5941,Vasco,12,0.41,354,,17,3,9
5941,Palmeiras,7,0.59,530,,13,4,5
5942,Athletico-PR,19,0.57,455,,13,4,8
5942,Bahia,11,0.43,344,,15,0,5
5943,Botafogo-RJ,13,0.37,326,,18,0,4
5943,Gremio,14,0.63,541,,15,0,8
5944,Santos,15,0.53,522,,7,2,5
5944,Fluminense,7,0.47,480,,10,2,4
5946,Corinthians,16,0.73,737,,9,5,9
5946,Vitoria,5,0.27,290,,21,2,1
5947,Flamengo,17,0.6,515,,12,7,6
5947,Atletico-GO,13,0.4,347,,13,1,3
5948,Gremio,7,0.53,507,,11,2,2
5948,Athletico-PR,14,0.47,458,,26,0,2
5949,Avai,12,0.37,309,,17,0,5
5949,Sao Paulo,15,0.63,522,,16,1,9
5950,Bahia,11,0.44,402,,18,2,3
5950,Vasco,9,0.56,473,,18,0,6
5951,Cruzeiro,11,0.44,432,,11,6,5
5951,Sport,9,0.56,526,,12,0,3
5952,Ponte Preta,12,0.51,393,,18,1,7
5952,Botafogo-RJ,14,0.49,397,,18,0,3
5953,Coritiba,12,0.44,325,,13,2,8
5953,Santos,20,0.56,428,,7,1,5
5954,Palmeiras,13,0.71,572,,11,0,14
5954,Chapecoense,13,0.29,247,,24,0,3
5955,Fluminense,0,,0,,0,0,0
5955,Atletico-MG,0,,0,,0,0,0
5945,Chapecoense,13,0.34,292,,13,0,1
5945,Corinthians,7,0.66,567,,7,2,3
5956,Fluminense,8,0.57,490,,14,1,2
5956,Vasco,20,0.43,386,,12,1,1
5957,Corinthians,31,0.68,591,,15,0,11
5957,Atletico-GO,8,0.32,290,,17,3,4
5958,Ponte Preta,11,0.41,353,,20,1,3
5958,Atletico-MG,16,0.59,506,,19,2,4
5959,Palmeiras,25,0.58,484,,12,2,8
5959,Sao Paulo,10,0.42,364,,8,3,2
5960,Bahia,13,0.38,316,,14,2,7
5960,Botafogo-RJ,12,0.62,520,,9,0,3
5961,Flamengo,17,0.53,519,,6,2,6
5961,Athletico-PR,12,0.47,476,,11,1,1
5962,Cruzeiro,18,0.55,466,,13,1,7
5962,Santos,9,0.45,402,,18,1,5
5963,Avai,9,0.41,322,,18,6,1
5963,Chapecoense,13,0.59,446,,22,0,7
5964,Coritiba,9,0.67,482,,18,2,7
5964,Vitoria,15,0.33,245,,22,5,3
5965,Gremio,14,0.52,541,,8,2,3
5965,Sport,5,0.48,501,,21,2,2
5966,Atletico-MG,21,0.62,455,,14,4,9
5966,Palmeiras,9,0.38,299,,18,3,4
5967,Vasco,8,0.36,368,,18,0,0
5967,Gremio,14,0.64,628,,11,3,8
5968,Sao Paulo,9,0.46,411,,12,1,3
5968,Ponte Preta,13,0.54,453,,9,1,7
5969,Athletico-PR,17,0.64,504,,16,1,6
5969,Coritiba,4,0.36,284,,15,2,2
5970,Santos,14,0.44,364,,9,3,5
5970,Corinthians,14,0.56,463,,17,3,5
5971,Sport,27,0.74,630,,13,2,9
5971,Avai,11,0.26,243,,17,3,3
5972,Vitoria,19,0.55,417,,9,2,6
5972,Fluminense,8,0.45,365,,11,2,3
5973,Chapecoense,15,0.56,421,,15,3,9
5973,Cruzeiro,13,0.44,363,,17,3,3
5974,Botafogo-RJ,16,0.42,332,,10,1,5
5974,Flamengo,17,0.58,434,,16,2,15
5975,Atletico-GO,10,0.43,355,,16,4,5
5975,Bahia,11,0.57,462,,11,3,8
5976,Botafogo-RJ,15,0.51,459,,14,0,4
5976,Santos,15,0.49,446,,12,1,10
5977,Ponte Preta,14,0.55,477,,22,1,6
5977,Atletico-GO,17,0.45,405,,20,2,3
5978,Avai,9,0.32,284,,17,1,4
5978,Atletico-MG,17,0.68,611,,16,0,5
5979,Gremio,17,0.77,686,,6,8,9
5979,Chapecoense,8,0.23,195,,19,0,6
5980,Corinthians,16,0.58,558,,15,3,7
5980,Vasco,13,0.42,425,,9,0,6
5981,Athletico-PR,16,0.54,475,,15,7,5
5981,Fluminense,10,0.46,423,,13,4,3
5982,Vitoria,14,0.44,345,,21,3,3
5982,Sao Paulo,17,0.56,457,,16,1,8
5983,Flamengo,14,0.57,531,,13,2,2
5983,Sport,6,0.43,396,,18,2,5
5984,Cruzeiro,11,0.51,376,,12,0,12
5984,Bahia,13,0.49,371,,19,0,10
5985,Palmeiras,17,0.48,350,,18,1,10
5985,Coritiba,5,0.52,375,,17,3,6
5986,Flamengo,30,0.69,515,,14,0,11
5986,Avai,12,0.31,232,,16,0,8
5987,Santos,21,0.44,484,,7,1,4
5987,Athletico-PR,17,0.56,595,,14,1,6
5988,Sao Paulo,13,0.48,474,,13,3,7
5988,Corinthians,11,0.52,511,,12,2,4
