partida_id,clube,chutes,chutes_no_alvo,posse_de_bola,precisao_passes,faltas,impedimentos,escanteios
5727,Sport,12,0,0.48,,15,5,4
5728,Botafogo-RJ,10,0,0.61,,19,2,3
5728,Ponte Preta,7,0,0.39,,17,1,10
5729,Corinthians,22,0,0.57,,6,2,12
5729,Athletico-PR,8,0,0.43,,9,0,4
5730,Atletico-MG,9,0,0.63,,18,1,3
5730,Sao Paulo,11,0,0.37,,15,1,5
5731,Palmeiras,21,0,0.54,,25,0,5
5731,Chapecoense,6,0,0.46,,24,1,2
5732,Flamengo,13,0,0.38,,20,3,5
5732,Santos,12,0,0.62,,14,4,7
5733,Internacional,12,0,0.52,,13,0,4
5733,Cruzeiro,12,0,0.48,,15,0,8
5734,Figueirense,11,0,0.42,,26,0,4
5734,Fluminense,5,0,0.58,,28,1,4
5735,Santa Cruz,21,0,0.47,,12,2,3
5735,Gremio,5,0,0.53,,16,3,4
5736,Coritiba,13,0,0.64,,23,1,7
5736,Vitoria,6,0,0.36,,19,2,3
5737,Santos,13,0,0.77,,6,5,9
5737,America-MG,8,0,0.23,,9,0,2
5738,Fluminense,15,0,0.55,,19,2,7
5738,Internacional,19,0,0.45,,23,0,7
5739,Gremio,15,0,0.69,,10,1,10
5739,Botafogo-RJ,8,0,0.31,,13,0,5
5740,Sao Paulo,25,0,0.53,,13,1,13
5740,Santa Cruz,9,0,0.47,,9,0,1
5741,Cruzeiro,20,0,0.46,,9,5,6
5741,Corinthians,4,0,0.54,,22,2,5
5742,Sport,16,0,0.68,,22,1,6
5742,Figueirense,4,0,0.32,,22,1,2
5743,Athletico-PR,14,0,0.58,,15,1,6
5743,Flamengo,8,0,0.42,,12,1,4
5744,Vitoria,14,0,0.38,,15,1,7
5744,Palmeiras,10,0,0.62,,16,1,2
5745,Ponte Preta,17,0,0.53,,14,0,13
5745,Coritiba,8,0,0.47,,15,0,4
5746,Flamengo,11,3,0.41,,7,3,4
5746,Atletico-MG,15,4,0.59,,10,1,6
5747,Corinthians,5,2,0.67,,10,1,1
5747,Chapecoense,16,2,0.33,,12,3,7
5748,Fluminense,9,5,0.38,,15,2,5
5748,Santos,20,7,0.62,,18,2,8
5749,Cruzeiro,8,5,0.37,,10,0,5
5749,Sao Paulo,13,3,0.63,,13,0,5
5750,Bahia,28,9,0.39,,11,4,14
5750,Athletico-PR,11,5,0.61,,11,1,3
5751,Ponte Preta,11,6,0.51,,13,2,4
5751,Sport,4,0,0.49,,17,1,2
5752,Avai,12,2,0.37,,6,2,7
5752,Vitoria,12,1,0.63,,15,2,4
5753,Palmeiras,16,10,0.52,,19,5,3
5753,Vasco,15,5,0.48,,16,2,2
5754,Gremio,20,9,0.53,,13,1,6
5754,Botafogo-RJ,9,0,0.47,,19,1,4
5755,Coritiba,17,7,0.61,,17,1,6
5755,Atletico-GO,17,9,0.39,,13,1,6
5756,Santos,7,3,0.47,,24,1,3
5756,Coritiba,23,11,0.53,,17,2,4
5757,Atletico-GO,8,0,0.34,,11,0,4
5757,Flamengo,20,11,0.66,,13,1,7
5758,Chapecoense,11,4,0.44,,16,1,3
5758,Palmeiras,6,1,0.56,,13,2,4
5759,Vasco,16,10,0.6,,13,3,10
5759,Bahia,9,3,0.4,,23,3,5
5760,Athletico-PR,18,1,0.61,,11,0,5
5760,Gremio,6,4,0.39,,16,3,3
5761,Vitoria,14,3,0.47,,13,0,3
5761,Corinthians,12,4,0.53,,6,2,4
5762,Atletico-MG,20,3,0.61,,18,3,12
5762,Fluminense,15,5,0.39,,23,4,5
5763,Botafogo-RJ,11,6,0.4,,15,1,1
5763,Ponte Preta,15,3,0.6,,12,1,6
5764,Sport,10,5,0.44,,20,1,5
5764,Cruzeiro,17,5,0.56,,14,2,7
5765,Sao Paulo,11,4,0.56,,16,1,5
5765,Avai,8,0,0.44,,10,2,6
5766,Vasco,18,7,0.42,,11,3,3
5766,Fluminense,13,6,0.58,,11,1,7
5767,Sao Paulo,8,5,0.37,,13,1,9
5767,Palmeiras,10,1,0.63,,16,2,3
5768,Vitoria,12,3,0.53,,19,7,9
5768,Coritiba,16,8,0.47,,16,4,6
5769,Atletico-MG,10,7,0.68,,16,2,6
5769,Ponte Preta,15,5,0.32,,14,1,6
5770,Athletico-PR,13,6,0.43,,10,3,5
5770,Flamengo,14,4,0.57,,12,0,5
5771,Santos,13,1,0.55,,8,1,9
5771,Cruzeiro,14,2,0.45,,14,0,6
5772,Atletico-GO,14,5,0.48,,23,5,5
5772,Corinthians,15,8,0.52,,11,5,9
5773,Sport,19,10,0.67,,21,0,12
5773,Gremio,12,6,0.33,,13,2,6
5774,Botafogo-RJ,11,4,0.48,,20,1,2
5774,Bahia,17,10,0.52,,18,1,11
5775,Chapecoense,23,4,0.58,,16,3,6
5775,Avai,11,3,0.42,,11,0,0
5776,Coritiba,11,5,0.49,,15,1,6
5776,Athletico-PR,9,2,0.51,,11,5,6
5777,Fluminense,17,6,0.56,,18,5,5
5777,Vitoria,7,2,0.44,,22,0,2
5778,Corinthians,19,4,0.51,,11,2,9
5778,Santos,5,0,0.49,,9,0,1
5779,Flamengo,19,2,0.65,,19,0,11
5779,Botafogo-RJ,5,1,0.35,,19,4,2
5780,Avai,7,1,0.35,,26,0,2
5780,Sport,14,3,0.65,,25,1,5
5781,Palmeiras,15,5,0.53,,20,1,7
5781,Atletico-MG,9,3,0.47,,12,2,6
5782,Ponte Preta,10,5,0.45,,13,2,7
5782,Sao Paulo,11,3,0.55,,12,3,7
5783,Gremio,11,2,0.59,,15,3,6
5783,Vasco,10,0,0.41,,13,1,5
5784,Cruzeiro,14,5,0.62,,8,2,4
5784,Chapecoense,10,4,0.38,,16,1,5
5785,Bahia,18,8,0.6,,21,6,7
5785,Atletico-GO,8,3,0.4,,27,4,4
5786,Fluminense,15,7,0.54,,19,1,10
5786,Athletico-PR,7,1,0.46,,16,1,4
5787,Atletico-MG,7,4,0.54,,20,4,2
5787,Avai,13,3,0.46,,10,4,10
5788,Coritiba,5,3,0.43,,14,7,2
5788,Palmeiras,12,4,0.57,,17,1,8
5789,Santos,8,3,0.62,,13,2,7
5789,Botafogo-RJ,8,2,0.38,,9,2,2
5790,Vasco,27,9,0.58,,10,2,14
5790,Corinthians,10,6,0.42,,14,3,1
5791,Sport,14,5,0.39,,17,1,3
5791,Flamengo,17,7,0.61,,16,2,8
5792,Atletico-GO,13,7,0.36,,20,4,8
5792,Ponte Preta,10,4,0.64,,9,0,3
5793,Sao Paulo,18,9,0.51,,14,1,10
5793,Vitoria,11,3,0.49,,18,1,6
5794,Chapecoense,18,7,0.47,,22,0,5
5794,Gremio,10,7,0.53,,9,2,1
5795,Bahia,19,5,0.59,,18,0,5
5795,Cruzeiro,12,4,0.41,,12,1,6
5796,Palmeiras,16,6,0.56,,24,3,6
5796,Fluminense,10,3,0.44,,19,1,3
5797,Vasco,14,4,0.49,,15,2,3
5797,Sport,8,3,0.51,,19,2,3
5798,Botafogo-RJ,13,6,0.53,,14,1,5
5798,Coritiba,8,4,0.47,,28,1,5
5799,Ponte Preta,5,3,0.34,,8,3,1
5799,Chapecoense,17,7,0.66,,22,2,6
5800,Avai,12,2,0.38,,17,1,4
5800,Flamengo,9,3,0.62,,18,2,9
5801,Vitoria,6,3,0.42,,20,2,4
5801,Atletico-MG,9,1,0.58,,7,1,4
5802,Corinthians,11,6,0.56,,11,2,3
5802,Sao Paulo,13,4,0.44,,15,1,0
5803,Cruzeiro,19,9,0.7,,11,1,7
5803,Atletico-GO,5,3,0.3,,21,1,2
5804,Athletico-PR,16,2,0.57,,15,2,7
5804,Santos,10,5,0.43,,12,3,4
5805,Gremio,18,5,0.64,,15,2,11
5805,Bahia,7,3,0.36,,16,0,4
5806,Atletico-MG,24,3,0.69,,11,2,12
5806,Athletico-PR,6,2,0.31,,10,4,6
5807,Atletico-GO,17,5,0.47,,21,2,7
5807,Avai,3,1,0.53,,24,1,2
5808,Vitoria,15,3,0.55,,12,0,2
5808,Botafogo-RJ,17,8,0.45,,10,2,7
5809,Sport,7,3,0.57,,21,1,5
5809,Sao Paulo,7,1,0.43,,14,3,1
5810,Flamengo,23,5,0.56,,12,2,5
5810,Ponte Preta,14,3,0.44,,16,1,4
5811,Santos,9,5,0.45,,16,2,10
5811,Palmeiras,16,6,0.55,,14,3,7
5812,Chapecoense,17,10,0.52,,24,1,3
5812,Vasco,5,2,0.48,,15,0,5
5813,Corinthians,7,3,0.53,,9,6,6
5813,Cruzeiro,18,2,0.47,,16,4,7
5814,Coritiba,7,1,0.47,,16,5,5
5814,Bahia,10,3,0.53,,14,2,6
5815,Fluminense,12,2,0.51,,12,2,3
5815,Gremio,12,4,0.49,,17,1,2
5816,Atletico-GO,24,6,0.66,,16,0,11
5816,Athletico-PR,9,3,0.34,,15,0,0
5817,Vasco,16,5,0.49,,20,0,4
5817,Avai,11,4,0.51,,22,0,6
5818,Santos,13,4,0.58,,17,2,5
5818,Ponte Preta,9,2,0.42,,13,3,2
5819,Coritiba,13,5,0.45,,18,3,10
5819,Corinthians,5,0,0.55,,13,5,4
5820,Bahia,15,9,0.62,,14,2,3
5820,Palmeiras,17,5,0.38,,23,1,5
5821,Fluminense,12,4,0.39,,16,0,3
5821,Flamengo,14,5,0.61,,25,1,4
5822,Chapecoense,21,6,0.59,,11,2,8
5822,Botafogo-RJ,7,4,0.41,,13,4,3
5823,Sao Paulo,12,2,0.6,,12,4,5
5823,Atletico-MG,8,3,0.4,,24,4,3
5824,Sport,11,6,0.57,,10,3,5
5824,Vitoria,13,6,0.43,,19,1,5
5825,Cruzeiro,17,5,0.55,,12,0,2
5825,Gremio,15,7,0.45,,14,0,8
5826,Vitoria,17,3,0.6,,15,4,8
5826,Santos,10,6,0.4,,10,4,5
5827,Palmeiras,13,4,0.68,,10,5,6
5827,Atletico-GO,9,4,0.32,,17,6,3
5828,Botafogo-RJ,7,3,0.43,,20,1,2
5828,Vasco,19,3,0.57,,11,1,6
5829,Avai,14,5,0.49,,19,1,5
5829,Fluminense,15,4,0.51,,20,0,4
5830,Athletico-PR,12,7,0.34,,17,2,5
5830,Sao Paulo,28,5,0.66,,15,1,8
5831,Atletico-MG,5,2,0.53,,23,2,3
5831,Sport,12,6,0.47,,26,3,2
5832,Corinthians,16,5,0.48,,15,2,5
5832,Bahia,18,1,0.52,,12,2,9
5833,Ponte Preta,6,1,0.52,,21,0,5
5833,Cruzeiro,8,2,0.48,,23,3,1
5834,Gremio,17,12,0.53,,18,4,6
5834,Coritiba,12,6,0.47,,11,0,3
5835,Flamengo,20,11,0.52,,21,3,6
5835,Chapecoense,13,2,0.48,,13,1,7
5836,Santos,9,3,0.57,,13,0,9
5836,Sport,9,3,0.43,,17,1,0
5837,Vasco,12,5,0.53,,21,0,3
5837,Atletico-GO,5,2,0.47,,19,1,1
5838,Gremio,15,6,0.57,,16,2,7
5838,Corinthians,5,3,0.43,,16,0,2
5839,Sao Paulo,15,3,0.52,,12,0,6
5839,Fluminense,9,6,0.48,,25,4,3
5840,Athletico-PR,15,11,0.48,,10,3,5
5840,Vitoria,12,3,0.52,,11,2,1
5841,Cruzeiro,22,9,0.55,,15,2,8
5841,Coritiba,9,2,0.45,,26,2,9
5842,Ponte Preta,9,2,0.56,,21,3,2
5842,Palmeiras,6,2,0.44,,28,0,4
5843,Bahia,14,3,0.42,,6,1,5
5843,Flamengo,13,4,0.58,,23,0,3
5844,Chapecoense,15,1,0.68,,24,2,8
5844,Atletico-MG,5,3,0.32,,19,7,0
5845,Botafogo-RJ,31,9,0.73,,11,1,17
5845,Avai,8,2,0.27,,10,0,2
5846,Palmeiras,14,1,0.61,,23,2,4
5846,Gremio,6,2,0.39,,14,1,0
5847,Atletico-GO,16,4,0.32,,14,0,3
5847,Santos,13,2,0.68,,10,4,11
5848,Sport,19,3,0.58,,12,0,11
5848,Athletico-PR,2,1,0.42,,18,2,4
5849,Vitoria,21,7,0.56,,17,1,11
5849,Bahia,6,1,0.44,,16,2,5
5850,Atletico-MG,11,4,0.47,,23,3,4
5850,Cruzeiro,10,5,0.53,,18,1,3
5851,Flamengo,15,7,0.47,,17,5,10
5851,Sao Paulo,12,2,0.53,,14,0,0
5852,Corinthians,19,9,0.67,,14,2,10
5852,Botafogo-RJ,3,0,0.33,,14,1,2
5853,Avai,10,3,0.44,,14,3,6
5853,Ponte Preta,18,3,0.56,,25,0,5
5854,Coritiba,16,5,0.61,,17,2,8
5854,Vasco,10,4,0.39,,20,1,5
5855,Fluminense,12,8,0.69,,14,6,6
5855,Chapecoense,23,7,0.31,,22,2,5
5856,Atletico-GO,18,5,0.51,,12,3,14
5856,Vitoria,9,6,0.49,,23,4,4
5857,Vasco,10,1,0.41,,23,2,6
5857,Flamengo,9,3,0.59,,15,2,9
5858,Corinthians,13,8,0.48,,17,1,2
5858,Ponte Preta,20,6,0.52,,8,4,5
5859,Chapecoense,26,6,0.43,,18,0,10
5859,Athletico-PR,4,3,0.57,,13,4,2
5860,Bahia,20,5,0.73,,16,2,10
5860,Fluminense,7,2,0.27,,18,1,2
5861,Gremio,19,11,0.73,,9,2,11
5861,Avai,8,3,0.27,,17,1,5
5862,Cruzeiro,11,6,0.38,,12,0,1
5862,Palmeiras,8,1,0.62,,15,3,9
5863,Santos,17,8,0.52,,18,0,6
5863,Sao Paulo,14,5,0.48,,5,2,2
5864,Botafogo-RJ,11,3,0.57,,14,1,4
5864,Atletico-MG,9,6,0.43,,27,1,7
5865,Coritiba,16,6,0.59,,16,2,10
5865,Sport,12,6,0.41,,18,2,2
5866,Ponte Preta,27,9,0.67,,12,0,18
5866,Bahia,11,7,0.33,,14,2,0
5867,Atletico-MG,24,6,0.64,,9,1,15
5867,Santos,10,3,0.36,,13,3,4
5868,Fluminense,12,0,0.59,,13,0,6
5868,Botafogo-RJ,16,5,0.41,,20,2,7
5869,Palmeiras,18,3,0.62,,16,3,8
5869,Corinthians,3,2,0.38,,14,5,1
5870,Athletico-PR,14,6,0.62,,16,0,9
5870,Cruzeiro,15,5,0.38,,9,1,1
5871,Vitoria,18,5,0.68,,16,3,8
5871,Vasco,10,4,0.32,,14,5,9
5872,Sao Paulo,18,3,0.74,,18,0,9
5872,Atletico-GO,11,3,0.26,,21,0,4
5873,Sport,11,5,0.53,,9,1,5
5873,Chapecoense,11,1,0.47,,26,1,8
5874,Flamengo,23,7,0.61,,12,1,8
5874,Gremio,4,3,0.39,,20,1,2
5875,Avai,10,2,0.63,,14,5,6
5875,Coritiba,9,8,0.37,,18,1,3
5876,Corinthians,19,9,0.63,,5,1,8
5876,Athletico-PR,11,4,0.37,,11,2,3
5877,Palmeiras,15,6,0.57,,21,1,5
5877,Vitoria,7,2,0.43,,19,2,6
5878,Vasco,16,4,0.44,,16,1,9
5878,Santos,4,0,0.56,,25,0,3
5879,Atletico-GO,15,4,0.42,,21,3,5
5879,Atletico-MG,5,2,0.58,,24,9,8
5880,Chapecoense,15,5,0.32,,22,0,1
5880,Sao Paulo,9,3,0.68,,14,5,1
5881,Cruzeiro,10,3,0.36,,16,1,6
5881,Flamengo,5,1,0.64,,14,3,3
5882,Gremio,12,6,0.62,,20,1,7
5882,Ponte Preta,10,3,0.38,,18,1,3
5883,Bahia,22,5,0.67,,18,0,8
5883,Avai,13,4,0.33,,12,2,3
5884,Coritiba,14,4,0.53,,19,5,3
5884,Fluminense,6,2,0.47,,18,2,3
5885,Botafogo-RJ,11,6,0.43,,14,1,3
5885,Sport,10,3,0.57,,16,3,6
5886,Vitoria,16,2,0.51,,18,1,7
5886,Gremio,7,5,0.49,,7,1,0
5887,Santos,7,5,0.6,,13,7,13
5887,Chapecoense,18,5,0.4,,17,1,7
5888,Avai,15,3,0.27,,18,1,3
5888,Corinthians,22,7,0.73,,10,1,11
5889,Ponte Preta,13,7,0.45,,12,6,4
5889,Coritiba,13,6,0.55,,12,3,1
5890,Atletico-MG,24,9,0.7,,19,1,8
5890,Bahia,11,5,0.3,,18,1,3
5891,Sao Paulo,11,3,0.44,,26,1,1
5891,Vasco,12,5,0.56,,20,2,4
5892,Flamengo,18,6,0.62,,16,4,10
5892,Palmeiras,7,5,0.38,,23,0,2
5893,Fluminense,17,6,0.48,,21,0,8
5893,Cruzeiro,15,6,0.52,,18,3,4
5894,Sport,8,5,0.51,,22,4,4
5894,Atletico-GO,14,3,0.49,,34,2,9
5895,Athletico-PR,13,3,0.6,,16,4,3
5895,Botafogo-RJ,9,1,0.4,,21,1,4
5896,Vitoria,10,4,0.68,,13,6,6
5896,Chapecoense,14,7,0.32,,19,1,4
5897,Flamengo,19,6,0.51,,20,1,6
5897,Coritiba,9,3,0.49,,24,1,1
5898,Santos,11,5,0.51,,10,1,4
5898,Bahia,19,5,0.49,,19,2,7
5899,Avai,5,2,0.28,,20,2,4
5899,Cruzeiro,26,9,0.72,,10,2,8
5900,Sport,12,1,0.63,,21,2,6
5900,Palmeiras,7,4,0.37,,31,1,3
5901,Fluminense,19,5,0.55,,15,4,6
5901,Corinthians,12,1,0.45,,13,3,6
5902,Athletico-PR,20,8,0.71,,25,2,12
5902,Ponte Preta,4,2,0.29,,19,1,0
5903,Atletico-GO,27,5,0.52,,12,1,4
5903,Botafogo-RJ,12,4,0.48,,20,0,4
5904,Atletico-MG,13,3,0.58,,24,1,7
5904,Vasco,11,4,0.42,,16,1,5
5905,Sao Paulo,6,2,0.55,,17,0,5
5905,Gremio,10,5,0.45,,14,1,8
5906,Botafogo-RJ,8,4,0.35,,9,1,1
5906,Sao Paulo,24,8,0.65,,11,0,6
5907,Palmeiras,15,3,0.71,,19,1,8
5907,Avai,9,1,0.29,,18,1,5
5908,Chapecoense,16,7,0.49,,21,0,5
5908,Atletico-GO,13,2,0.51,,19,3,6
5909,Coritiba,12,1,0.52,,18,3,2
5909,Atletico-MG,9,6,0.48,,25,2,5
5910,Bahia,16,7,0.57,,18,1,2
5910,Sport,15,9,0.43,,24,1,3
5911,Corinthians,9,3,0.4,,9,1,2
5911,Flamengo,16,2,0.6,,16,1,11
5912,Gremio,23,9,0.59,,14,3,3
5912,Santos,4,1,0.41,,17,0,4
5913,Cruzeiro,13,6,0.63,,15,2,3
5913,Vitoria,9,3,0.37,,23,1,2
5914,Vasco,18,5,0.57,,13,1,6
5914,Athletico-PR,7,3,0.43,,20,1,3
5916,Sport,26,7,0.7,,14,0,15
5916,Fluminense,10,4,0.3,,18,2,3
5917,Chapecoense,7,4,0.48,,26,0,3
5917,Bahia,12,3,0.52,,17,4,5
5918,Atletico-MG,16,4,0.58,,19,6,10
5918,Corinthians,12,4,0.42,,12,6,4
5919,Vitoria,15,4,0.41,,20,0,7
5919,Ponte Preta,12,5,0.59,,7,2,4
5920,Santos,14,5,0.46,,18,1,10
5920,Flamengo,13,6,0.54,,15,1,8
5921,Atletico-GO,13,1,0.49,,20,0,3
5921,Gremio,10,4,0.51,,21,1,3
5922,Botafogo-RJ,12,3,0.55,,22,1,8
5922,Palmeiras,15,3,0.45,,14,0,6
5923,Athletico-PR,18,6,0.62,,9,1,3
5923,Avai,9,1,0.38,,18,1,6
5924,Sao Paulo,26,10,0.67,,18,2,10
5924,Coritiba,7,4,0.33,,15,1,2
5925,Vasco,11,1,0.49,,12,1,6
5925,Cruzeiro,13,6,0.51,,18,4,4
5926,Corinthians,10,4,0.44,,2,1,3
5926,Sport,12,7,0.56,,10,4,5
5927,Fluminense,10,6,0.52,,13,1,3
5927,Atletico-GO,13,3,0.48,,12,2,7
5928,Flamengo,14,6,0.65,,15,4,5
5928,Vitoria,10,6,0.35,,21,1,0
5929,Cruzeiro,22,4,0.62,,16,3,7
5929,Botafogo-RJ,7,1,0.38,,15,1,1
5930,Gremio,7,4,0.63,,18,2,0
5930,Atletico-MG,10,4,0.37,,13,1,8
5931,Coritiba,8,3,0.49,,13,0,3
5931,Chapecoense,9,2,0.51,,21,1,6
5932,Palmeiras,19,3,0.66,,10,1,7
5932,Athletico-PR,7,5,0.34,,22,4,3
5933,Bahia,11,5,0.32,,20,5,2
5933,Sao Paulo,11,4,0.68,,12,0,8
5934,Avai,12,3,0.38,,22,1,4
5934,Santos,13,3,0.62,,16,0,8
5935,Ponte Preta,13,3,0.49,,17,2,7
5935,Vasco,6,0,0.51,,16,0,2
5915,Ponte Preta,15,3,0.46,,14,2,12
5915,Fluminense,9,3,0.54,,12,4,5
5936,Atletico-GO,9,2,0.51,,27,1,6
5936,Coritiba,10,3,0.49,,20,0,5
5937,Vitoria,20,6,0.6,,14,0,7
5937,Avai,8,1,0.4,,11,2,4
5938,Sao Paulo,9,4,0.42,,19,0,4
5938,Cruzeiro,19,4,0.58,,18,0,7
5939,Sport,9,2,0.7,,14,2,8
5939,Ponte Preta,9,5,0.3,,10,1,1
5940,Atletico-MG,20,6,0.53,,22,1,7
5940,Flamengo,9,1,0.47,,17,1,5
5941,Vasco,12,2,0.41,,17,3,9
5941,Palmeiras,7,3,0.59,,13,4,5
5942,Athletico-PR,19,9,0.57,,13,4,8
5942,Bahia,11,3,0.43,,15,0,5
5943,Botafogo-RJ,13,7,0.37,,18,0,4
5943,Gremio,14,5,0.63,,15,0,8
5944,Santos,15,3,0.53,,7,2,5
5944,Fluminense,7,2,0.47,,10,2,4
5946,Corinthians,16,4,0.73,,9,5,9
5946,Vitoria,5,3,0.27,,21,2,1
5947,Flamengo,17,6,0.6,,12,7,6
5947,Atletico-GO,13,3,0.4,,13,1,3
5948,Gremio,7,1,0.53,,11,2,2
5948,Athletico-PR,14,3,0.47,,26,0,2
5949,Avai,12,3,0.37,,17,0,5
5949,Sao Paulo,15,7,0.63,,16,1,9
5950,Bahia,11,5,0.44,,18,2,3
5950,Vasco,9,0,0.56,,18,0,6
5951,Cruzeiro,11,5,0.44,,11,6,5
5951,Sport,9,0,0.56,,12,0,3
5952,Ponte Preta,12,6,0.51,,18,1,7
5952,Botafogo-RJ,14,1,0.49,,18,0,3
5953,Coritiba,12,4,0.44,,13,2,8
5953,Santos,20,2,0.56,,7,1,5
5954,Palmeiras,13,3,0.71,,11,0,14
5954,Chapecoense,13,5,0.29,,24,0,3
5955,Fluminense,0,0,,,0,0,0
5955,Atletico-MG,0,0,,,0,0,0
5945,Chapecoense,13,4,0.34,,13,0,1
5945,Corinthians,7,2,0.66,,7,2,3
5956,Fluminense,8,1,0.57,,14,1,2
5956,Vasco,20,4,0.43,,12,1,1
5957,Corinthians,31,7,0.68,,15,0,11
5957,Atletico-GO,8,3,0.32,,17,3,4
5958,Ponte Preta,11,6,0.41,,20,1,3
5958,Atletico-MG,16,6,0.59,,19,2,4
5959,Palmeiras,25,8,0.58,,12,2,8
5959,Sao Paulo,10,3,0.42,,8,3,2
5960,Bahia,13,4,0.38,,14,2,7
5960,Botafogo-RJ,12,4,0.62,,9,0,3
5961,Flamengo,17,6,0.53,,6,2,6
5961,Athletico-PR,12,3,0.47,,11,1,1
5962,Cruzeiro,18,5,0.55,,13,1,7
5962,Santos,9,3,0.45,,18,1,5
5963,Avai,9,2,0.41,,18,6,1
5963,Chapecoense,13,3,0.59,,22,0,7
5964,Coritiba,9,6,0.67,,18,2,7
5964,Vitoria,15,5,0.33,,22,5,3
5965,Gremio,14,7,0.52,,8,2,3
5965,Sport,5,2,0.48,,21,2,2
5966,Atletico-MG,21,6,0.62,,14,4,9
5966,Palmeiras,9,5,0.38,,18,3,4
5967,Vasco,8,2,0.36,,18,0,0
5967,Gremio,14,3,0.64,,11,3,8
5968,Sao Paulo,9,3,0.46,,12,1,3
5968,Ponte Preta,13,6,0.54,,9,1,7
5969,Athletico-PR,17,6,0.64,,16,1,6
5969,Coritiba,4,1,0.36,,15,2,2
5970,Santos,14,8,0.44,,9,3,5
5970,Corinthians,14,4,0.56,,17,3,5
5971,Sport,27,3,0.74,,13,2,9
5971,Avai,11,5,0.26,,17,3,3
5972,Vitoria,19,4,0.55,,9,2,6
5972,Fluminense,8,4,0.45,,11,2,3
5973,Chapecoense,15,6,0.56,,15,3,9
5973,Cruzeiro,13,7,0.44,,17,3,3
5974,Botafogo-RJ,16,5,0.42,,10,1,5
5974,Flamengo,17,2,0.58,,16,2,15
5975,Atletico-GO,10,3,0.43,,16,4,5
5975,Bahia,11,4,0.57,,11,3,8
5976,Botafogo-RJ,15,8,0.51,,14,0,4
5976,Santos,15,0,0.49,,12,1,10
5977,Ponte Preta,14,4,0.55,,22,1,6
5977,Atletico-GO,17,8,0.45,,20,2,3
5978,Avai,9,1,0.32,,17,1,4
5978,Atletico-MG,17,4,0.68,,16,0,5
5979,Gremio,17,4,0.77,,6,8,9
5979,Chapecoense,8,5,0.23,,19,0,6
5980,Corinthians,16,3,0.58,,15,3,7
5980,Vasco,13,4,0.42,,9,0,6
5981,Athletico-PR,16,8,0.54,,15,7,5
5981,Fluminense,10,2,0.46,,13,4,3
5982,Vitoria,14,5,0.44,,21,3,3
5982,Sao Paulo,17,7,0.56,,16,1,8
5983,Flamengo,14,4,0.57,,13,2,2
5983,Sport,6,2,0.43,,18,2,5
5984,Cruzeiro,11,5,0.51,,12,0,12
5984,Bahia,13,5,0.49,,19,0,10
5985,Palmeiras,17,8,0.48,,18,1,10
5985,Coritiba,5,2,0.52,,17,3,6
5986,Flamengo,30,8,0.69,,14,0,11
5986,Avai,12,5,0.31,,16,0,8
5987,Santos,21,6,0.44,,7,1,4
5987,Athletico-PR,17,5,0.56,,14,1,6
5988,Sao Paulo,13,6,0.48,,13,3,7
5988,Corinthians,11,2,0.52,,12,2,4
5989,Chapecoense,12,4,0.42,,16,0,6
5989,Ponte Preta,10,2,0.58,,19,0,3
5990,Coritiba,16,4,0.48,,20,2,7
5990,Botafogo-RJ,9,5,0.52,,19,2,3
5991,Atletico-GO,20,4,0.55,,16,2,4
5991,Cruzeiro,13,2,0.45,,18,0,6
5992,Fluminense,8,2,0.51,,26,2,9
5992,Palmeiras,15,4,0.49,,9,1,5
5993,Atletico-MG,9,4,0.67,,10,1,5
5993,Vitoria,7,3,0.33,,21,4,4
5994,Bahia,15,6,0.41,,18,1,3
5994,Gremio,14,4,0.59,,17,1,4
5995,Sport,13,3,0.49,,13,3,10
5995,Vasco,13,2,0.51,,16,1,3
5996,Vasco,22,8,0.65,,15,1,3
5996,Chapecoense,13,5,0.35,,22,2,4
5997,Bahia,11,3,0.53,,13,1,5
5997,Coritiba,12,2,0.47,,18,3,3
5998,Palmeiras,17,1,0.62,,18,2,10
5998,Santos,9,4,0.38,,22,3,1
5999,Cruzeiro,11,3,0.42,,15,2,5
5999,Corinthians,10,5,0.58,,14,3,5
6000,Botafogo-RJ,11,5,0.53,,11,3,1
6000,Vitoria,14,5,0.47,,21,1,4
6001,Sao Paulo,7,7,0.46,,12,0,5
6001,Sport,15,5,0.54,,15,0,8
6002,Gremio,21,10,0.63,,12,5,6
6002,Fluminense,9,2,0.37,,18,1,2
6003,Avai,8,1,0.52,,14,2,7
6003,Atletico-GO,10,4,0.48,,24,0,3
6004,Athletico-PR,18,5,0.63,,17,1,13
6004,Atletico-MG,6,3,0.37,,16,1,6
6005,Ponte Preta,7,3,0.31,,23,0,2
6005,Flamengo,12,1,0.69,,17,2,4
6006,Cruzeiro,17,6,0.68,,8,3,9
6006,Ponte Preta,6,4,0.32,,12,1,3
6016,Athletico-PR,16,6,0.62,,15,2,5
6016,Atletico-GO,9,3,0.38,,17,1,4
6017,Botafogo-RJ,12,2,0.65,,12,6,4
6017,Chapecoense,6,3,0.35,,20,1,3
6018,Corinthians,16,5,0.58,,8,1,10
6018,Coritiba,11,4,0.42,,16,4,6
6019,Gremio,12,3,0.56,,15,2,7
6019,Cruzeiro,13,4,0.44,,13,1,2
6020,Avai,19,5,0.61,,23,4,9
6020,Vasco,11,6,0.39,,28,0,2
6021,Atletico-MG,25,7,0.46,,16,1,9
